Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145.67149,3021.052467,3135.339358,2964.397328,2909.481652,3044.295219,3310.161637,3632.370267,3959.661395,4377.654503,4865.373781,5270.871478,5588.652678,6151.813552,5827.122121,6322.158233,6832.941565,7277.256327,8283.882208,8724.06965,9312.734586,10487.63855,11464.01815,12434.64847,13318.80593,12512.60037,15121.72433,15719.23249,
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.673482,1111.650649,1115.95467,1130.852967,1118.768084,1125.140063,1133.773703,1158.58193,1179.832198,1214.463598,1258.486875,1323.539672,1143.025798,1242.643909,1304.338315,1368.618453,1444.122595,1522.628123,1608.48065,1509.961524,1494.130237,1506.468,1489.631498,1494.685371,1515.5983,1508.442706,1568.389357,1548.156425,1594.761492,1652.713347,1516.654232,1635.740148,1774.656304,
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190.523256,6654.104367,7195.506026,7685.973876,8147.235792,8517.606398,8225.776094,8809.1074,10048.22831,10740.70041,9677.85249,12041.91876,12811.30876,13732.91666,12251.45343,12786.87317,13684.59928,13954.27586,15236.10146,16600.77905,17598.57594,18354.19339,19221.967,20634.01093,21878.22112,14582.86654,20698.4259,25124.60945,
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7718.827631,8447.744107,8790.736437,8952.092437,9119.281054,9339.366502,9774.734729,10072.0889,10450.91801,10597.03887,11335.42459,11539.67808,11706.85757,12261.69812,13336.6893,14086.73657,14963.3233,15783.8297,16382.65584,16206.6011,16842.02888,17504.09353,18012.61115,17858.52049,17542.52926,15868.11769,15659.03908,16391.50972,16821.17404,16999.85821,16444.53791,17718.88501,19806.50588,
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8693.60062,9196.447191,9587.179644,9145.72492,9567.526941,9021.741362,9585.912152,10274.0927,10847.92219,11119.93564,11794.3236,11821.96597,11835.49293,12130.85274,12712.40873,13306.65639,14591.58416,15097.2879,15779.19037,15322.63333,16063.16633,17432.1475,18170.02464,18333.37438,18983.77899,19217.85879,20225.71024,20582.25237,21015.92576,21095.73542,19471.50237,21123.67183,23900.37992,
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.331702,2043.768706,2194.741345,2336.503284,2481.240297,2694.727058,2421.42131,2268.318681,2240.562442,2215.695287,2280.057047,2481.919911,2610.925877,2619.57733,2730.187092,2871.223413,2973.376597,3167.991979,2994.17342,3137.807836,3359.576293,3450.782018,3520.361064,3772.830863,3869.187154,4071.465555,4294.40396,4649.23115,5161.477884,5961.747684,6045.39308,6594.299535,7092.027364,
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661.559943,2760.872292,2834.93812,2933.753457,3037.342169,3179.96532,3362.691844,3532.776147,3561.603799,3704.658888,3958.65282,4146.474027,4354.409327,4651.761551,5078.203082,5553.034742,6170.827519,6799.176536,7312.767538,7528.632962,8108.678501,8709.659253,9224.695705,9642.909393,9922.841972,9991.785525,10325.33943,10833.21643,11523.83225,12057.81251,11888.63697,13154.09598,14558.32635,
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5397.520102,5254.968798,5068.30646,4851.70415,4903.63307,4946.89105,5070.93697,5225.735725,5448.052713,5724.447332,6152.588984,6051.718542,6519.189222,6595.830988,7172.180765,7848.882967,8690.200352,9353.009075,10521.93287,11009.65167,11359.08809,11689.8907,11915.65394,12727.36423,13434.84875,13888.2013,15137.92874,15706.43169,16796.33413,18270.75537,17877.91257,19902.81983,21304.46201,
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.8742799,859.4892712,833.7303478,862.4175089,894.8059508,902.5330108,963.4330084,1004.82177,1066.189184,1111.812476,1103.743264,1263.397245,1282.120839,1381.625913,1394.539676,1482.437505,1547.418173,1591.33496,1644.359014,1678.881691,1732.130848,1766.843104,1706.679102,1753.879778,1847.910072,1957.003495,2103.008648,2153.845638,2238.118108,2313.159094,2242.791702,2340.019199,2518.947283,
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8321.816246,8898.419672,9430.347314,9986.207185,10675.52422,11510.1492,12164.20858,13448.4304,14165.33061,15110.43302,18357.83631,18516.14071,19979.8598,20930.59838,21545.92202,22306.59117,23320.89512,25064.82925,26523.62017,26648.75305,28717.78464,28973.1667,30243.81127,32295.84783,34344.10023,37454.93573,39705.70063,43493.42626,45874.4648,50291.10789,46477.06577,53387.23784,58546.92442,
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.9577475,443.3984934,490.5951936,525.5398308,569.4229483,613.882056,657.0734221,697.3680101,737.4608321,820.0276217,943.4757356,1063.047656,1197.3348,1376.841726,1591.532366,1849.087669,2139.085746,2442.185009,2728.29668,3017.73112,3322.80185,3552.469936,3815.871809,4111.800884,4346.262599,4427.767791,4424.708497,4670.080729,5045.706686,5435.52094,4972.303659,4539.509365,5019.739732,
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671.833152,5027.910865,5257.41536,5351.698371,5426.491236,5573.972638,5918.540224,6122.044373,6475.105567,6751.764651,7207.158299,7426.982282,7658.19497,7825.57036,8506.891918,8972.503948,9540.486625,10206.95102,10554.26038,10661.57127,11131.95849,11140.91893,11354.18786,11199.76649,10855.8349,10206.56834,10270.84733,10710.93775,10985.4638,11100.95819,10816.20411,11633.32815,12816.65512,
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.556105,6772.323321,7237.95489,7341.264913,7842.4759,8313.63308,10458.70146,12462.15672,13816.61103,13021.74465,13633.66396,14472.42313,13863.87529,14870.16466,15371.17376,16332.75725,18199.28411,19682.27453,21513.36421,24140.67272,21004.74413,24511.26207,28324.56869,
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.01154,3132.639622,2860.107539,2792.892647,2873.922768,3082.675032,3172.927328,3318.584391,3434.314617,3555.144439,3643.610538,3802.166584,4008.493374,4335.971196,4883.732579,5357.262066,5944.022326,6667.241007,7320.552883,7184.470916,7631.145921,8998.687722,10346.01488,10685.71693,11198.3214,10769.25436,10832.48254,11431.49802,12342.03802,12986.37747,12320.27933,12875.62538,14260.30965,
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.3627026,310.045895,287.6610757,317.7426773,329.0605481,328.0893724,358.6825812,397.0580669,432.6491697,478.8584944,481.5007917,541.8341182,588.1741165,626.5891282,678.2534549,724.6640026,800.2766569,862.1348856,914.8143239,949.5714646,996.8694658,1058.669323,1073.071854,1112.739311,1166.893477,1321.869798,1385.403841,1291.671479,1329.071093,1344.884913,1307.287997,1359.310603,1477.3494,
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673.332335,2731.095024,2738.053699,2848.814448,2725.410197,2972.163755,3138.774451,2995.358336,3032.380124,3102.776474,2964.592889,2934.392595,2957.18038,3155.55428,3320.771149,3637.09047,4337.520445,4266.91766,4227.345309,4144.174364,4181.977577,4314.773195,4344.632168,4570.492347,4393.08554,4306.676799,4829.608609,5259.062902,5496.245211,5621.653077,5529.721005,5674.292432,6295.780998,
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007.610275,5348.528641,5750.526465,6113.10145,6411.491678,6768.154124,7203.146095,7647.74212,8117.612309,8340.238581,9138.577107,9581.278198,9819.339812,10529.97923,11210.31537,11697.89933,12586.73424,13605.10319,14560.24865,15099.20314,15911.6331,16877.46517,17191.91009,18102.92014,18874.82078,19743.6253,21308.6853,22143.82655,23571.89416,24680.5578,21365.11269,23079.06746,26979.05322,
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.8773268,732.8141681,675.063659,747.5614465,693.8233488,828.4265611,887.9577903,919.4979605,946.2841092,967.0532704,981.6990038,931.5262556,938.8032371,986.5483575,1040.117478,1077.896281,1131.218037,1237.735946,1319.334201,1397.176711,1468.095208,1528.11656,1486.909319,1594.533998,1552.274681,1457.139406,1475.119612,1454.777492,1513.967035,1582.070725,1573.039483,1645.403715,1732.604111,
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7010.26814,7718.632725,8359.694394,9146.264905,9921.600848,10822.43543,11799.40225,12542.25056,11447.56877,12013.97315,13038.53479,13061.26049,13632.53502,14351.41497,15367.4434,16314.30914,17364.50238,18549.02712,19408.67053,18860.48072,20146.96162,21308.21578,22527.00105,22959.20176,24012.82509,24164.95968,24864.03924,25935.13952,27480.95492,28848.10085,27300.2668,29139.3705,33525.30125,
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23525.67405,23933.76054,24943.95674,25897.99848,27194.62455,28177.39963,29384.30324,30849.07089,32212.67529,33862.62611,35650.12322,36460.32577,37310.27144,38792.38218,40962.00099,43360.92832,45501.79534,47221.5147,47767.80731,46376.8032,47808.0293,49236.05772,50842.1091,52395.7477,54188.06728,55554.45921,56724.76313,58740.6449,61520.30381,63624.11308,61973.76155,68716.80894,74769.64045,
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875.941621,4191.519948,4450.416138,4340.955595,4369.652238,4499.749239,4600.289861,4752.741981,4842.293128,4955.170571,5126.589643,5197.381746,5437.066064,5698.276136,6487.933446,6778.632149,7392.815403,7901.464217,8156.669375,8116.32379,8579.840767,9061.271374,9458.791173,9863.584458,10609.20988,10783.27452,10582.81823,10335.26743,10512.97531,10434.09591,9548.232952,10161.28658,11531.30052,
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.5727534,729.9673088,738.200376,734.5899848,740.0233948,748.8184852,738.0263805,737.2159338,792.6160101,775.1322482,756.755653,801.8455647,825.2389504,830.1828814,825.7364864,881.8535418,928.7961781,948.6949447,1004.08365,992.9138483,1051.090318,1057.839871,1148.395343,1118.349114,1134.741716,1138.113651,1146.010418,1155.97385,1221.959738,1269.068386,1282.571924,1309.286286,1505.542648,
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.828791,2080.022802,2170.47583,2121.778071,2073.66925,2062.199221,2133.473433,2178.348393,2203.581774,2191.258739,2292.841832,2418.266344,2757.452332,2938.271484,3208.585866,3428.652416,3648.90381,3887.736752,4116.828423,4355.769088,4632.131313,4843.604555,4899.529196,5136.645243,5415.86121,5342.035991,5159.580444,5120.005598,5212.138871,5291.66297,5137.598402,5431.919211,5862.23507,
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.817416,1963.6765,1970.698516,1965.306136,2030.065322,2150.225764,2284.738854,2375.08283,2451.609655,2621.39013,2750.781425,2857.252496,2886.835154,2981.697476,3186.572767,3384.227933,3584.173159,3814.355692,3964.338081,3802.917864,3959.969226,4234.827082,4392.628883,4567.418096,4889.214186,5230.528231,5618.066546,5915.389722,5772.225046,5627.047456,5523.557914,6280.922846,6877.070832,
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19162.02712,20133.92816,20786.346,21396.99262,22365.75966,23430.27863,24506.94916,26012.24388,27708.75798,29268.5361,31874.87805,33189.97396,34447.20532,34151.50115,35810.81132,37625.56171,41013.55144,43949.15933,46420.20168,44555.60814,45036.0998,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,61089.58342,61068.40586,67693.32643,74541.79924,
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18448.55264,19567.25333,20609.24068,21569.25027,23012.11229,24344.30047,26816.31384,28603.36705,28198.43177,30573.73422,36986.4942,37833.48041,38056.24043,38684.70968,42672.93753,47966.86401,54369.17665,56181.30457,62072.75399,55618.63376,58219.61435,62460.09082,65774.35207,67377.92623,66332.46144,60737.88681,59280.1992,64589.55592,70253.84637,70939.60552,67110.60457,86891.99649,121259.24,
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.5896774,884.6701939,915.9893641,947.9206425,1022.354503,1055.262707,1108.075712,1160.385628,1185.692931,1232.5876,1315.970632,1387.797809,1390.169491,1453.408173,1543.018878,1629.159253,1720.62604,1814.095163,1949.504079,2039.905054,2153.126406,2264.329511,2474.08355,2656.358829,2887.631573,2931.620495,2925.532146,3495.5288,3808.722113,4088.421359,3972.515323,4252.375175,4726.606504,
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206.658838,4004.879692,3785.901955,3626.457799,6112.706849,5784.692384,5755.290157,6426.368965,8465.943071,8795.198673,10090.95787,9404.410202,10032.5232,9359.986725,10134.27677,10976.39481,11418.55934,12126.58875,13021.39887,
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14871.4551,14560.45005,14937.45431,15964.25624,17111.15052,17885.35371,18441.63455,19127.30041,19319.98356,20579.36592,21500.62929,22521.04094,23306.27954,23987.36889,25096.68588,25677.41908,27744.06172,29353.50063,29827.14255,30682.95388,31214.05109,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39933.57444,42204.74574,42507.42881,45215.69951,45256.26969,48555.55234,52547.01177,
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16684.95265,17315.18667,17943.61625,18421.68636,19233.23317,20003.18717,20884.71691,21831.42754,22417.53353,23284.01005,24716.26671,25485.45679,26265.66214,27043.01031,28473.30157,29808.23421,31790.75339,33347.11172,34222.12701,33280.69202,34549.53267,35994.50655,36980.19048,38280.12536,39396.01404,40509.24349,41872.20543,43474.77316,45159.49828,47139.26554,46088.20229,50608.91719,55671.85774,
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26296.72474,27457.78167,29065.53625,30233.08178,31146.33148,32789.11578,33825.99725,35906.49134,36711.95949,36821.77077,39581.10022,41745.80645,41423.69968,40641.55946,41633.93375,43198.02195,46090.09979,48588.55876,52665.02527,55272.62223,53255.60642,50267.64686,50308.46282,47520.07375,44573.97419,36449.08849,33800.29205,34218.38813,35034.58586,35248.2074,34952.16348,37842.83976,41738.16078,
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10965.79242,11532.39296,12116.64403,12683.76384,14027.17293,14982.05678,16833.75459,18622.68541,20104.79959,20331.24863,22016.95208,23843.20172,24962.84664,25204.24766,24957.16496,21226.77122,20695.79989,22131.69556,22750.13752,23483.02825,22362.39965,24144.82173,26601.85791,
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.264372,2005.710257,2152.235009,2185.343213,2249.169897,2340.17633,2423.558556,2418.194144,2436.307813,2488.899437,2573.343898,2644.355982,2686.989143,2825.473775,3059.379251,3312.634684,3546.297194,3723.425065,3791.779822,3861.551969,3878.293285,3980.069899,4148.793917,4275.902781,4414.828596,4583.072382,4733.546102,4891.719774,5236.364249,5376.284117,5284.664584,5774.903888,6351.002523,
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.726635,5834.792162,6324.913427,6688.991831,6884.278377,7007.769223,7278.379448,7725.094163,8219.359655,8491.168069,8745.173623,8819.342946,8980.525436,9361.077221,10138.78848,10996.59287,12087.46443,13646.45312,15000.63933,15009.32365,15789.82942,17624.98341,19441.13067,21646.10311,23807.68732,26316.92457,28918.98815,31638.15194,33034.75136,34178.9238,28096.6123,33563.66063,39292.68751,
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351.985817,3467.91244,3456.711406,3650.292009,4105.180592,4416.124259,4537.799352,4826.262011,4776.20582,4834.647834,5000.778712,5076.387272,5373.09604,5647.669109,6027.773555,6548.048287,7198.505639,7961.296296,8791.258632,8881.925515,9664.271272,10400.94848,10679.79775,11196.37773,11410.32919,11481.46456,11933.60033,12442.74646,13001.46125,13275.28157,11813.98844,13830.57026,15052.5031,
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.617282,2676.268341,2684.649051,2742.814371,2856.182745,2980.450136,3136.145174,3273.827161,3215.258639,3292.028743,3437.108698,3545.85068,3658.689755,3842.346618,4121.951561,4375.79507,4661.962613,5005.591016,5224.590999,5236.977571,5587.066137,5818.593668,6244.177925,6559.712776,6905.113046,7122.724736,7614.773193,8001.75648,8566.84956,9102.189237,8208.669386,8933.133766,10136.55271,
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9631.958662,10429.31746,10958.27454,10794.10974,11606.34052,12491.99365,12963.79523,13760.69627,13396.34712,12778.30064,13159.73357,14566.68956,15334.54162,15193.89534,16460.48991,17880.5766,18022.44262,17594.99385,18244.40041,18554.50727,17323.4277,15572.7393,,
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.963812,1883.086723,2115.529062,2467.454428,2573.871539,2450.124711,2592.76739,2445.318473,2297.030108,2291.227116,2207.154102,2178.908925,2136.57377,2153.3938,2198.396023,2334.890552,2457.951525,2637.961804,2599.123255,2709.805326,2930.769648,2938.249398,3046.783671,3133.190249,3530.499072,3704.96272,3851.264927,3967.016196,3957.928658,4115.37039,3951.24593,4014.285466,4432.789618,
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180.985688,5920.677521,6188.891198,6555.735906,7035.257484,7680.088378,8275.189147,8934.978142,9487.685485,10040.89838,10673.47771,11123.00192,11804.26626,12289.14392,13354.06155,13896.79338,15152.24601,16806.65043,18303.35292,19239.37264,20887.20937,22658.37732,23589.14757,24319.88029,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273,35487.911,36322.04376,40462.68871,46609.60626,
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.831355,1504.003594,1547.930696,1552.108216,1540.168417,1575.628604,1655.908393,1761.551941,1878.265675,1949.433663,2060.976616,2138.555604,2199.006896,2113.754277,2391.647319,2532.830178,2694.912176,2850.594104,3004.565835,3071.088049,3212.627371,3321.380453,3379.031243,3518.388953,3606.926812,3426.066252,3417.218764,3505.155139,3583.243865,3663.265734,3520.475792,3687.968318,4005.046273,
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13408.70736,14081.62741,14962.9833,15894.66318,16757.25399,17722.43736,18258.49414,19299.55592,20478.15326,21776.69047,22935.20288,24879.21758,25465.67357,25965.87902,28989.62829,29346.92352,29952.63636,30582.98731,30774.76017,30533.38344,30928.79093,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.74599,35045.83596,36268.24334,34254.93597,36156.64661,40510.99243,
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11771.91632,12730.94517,13173.16863,13193.73392,13568.92172,14396.84233,14916.44483,15785.79165,16686.94267,17718.15157,18879.05821,19530.67853,20356.6473,20852.24043,21478.42973,22725.27749,24682.56462,25738.93691,26665.8373,26458.1097,27257.22921,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,37845.20997,35874.78073,38783.01156,44484.29744,
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603.713225,5839.103263,5918.62483,6199.786713,6507.066713,6929.359744,7003.394967,7262.052984,7191.823537,7046.721298,6905.251941,6884.074506,6890.741252,7238.952804,7644.806732,7963.716614,8514.231358,9126.942685,9809.754936,9747.690257,10833.90104,11384.37218,10861.36023,11992.08303,12411.30209,12436.23468,13024.14989,13604.17472,14181.42515,14186.92718,14063.2737,15091.3251,15982.60444,
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.900902,2301.603042,2268.342573,2530.032304,2851.449383,3052.078808,2782.160554,2514.878481,2178.701096,2469.183634,3013.3813,3371.513879,3354.098695,3485.041614,3712.204098,3950.2413,4120.271088,4494.731323,5255.825609,5371.6871,5510.13293,5954.400784,6305.391803,6401.740891,6470.10354,6510.325436,5705.155021,6224.656776,6759.021598,
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709.456929,2745.441155,2928.380468,3040.372413,3213.461643,3370.846464,3510.338576,3467.383319,3506.643399,3708.655363,3678.545882,3762.684116,3865.12671,3962.71644,4191.864593,4359.691802,4532.522918,4602.711654,4726.7523,4667.409893,4837.628889,5058.730597,5269.710289,5534.123571,6199.918442,6601.769708,6759.01622,7093.727821,7415.10709,7508.486105,6585.365313,6521.494528,7742.124107,
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18008.21611,18688.25506,19319.59371,19833.58791,20708.87965,21578.15455,22491.08159,23483.37412,24282.1677,25336.26514,26936.93612,27909.42074,28866.49793,29811.56043,31430.18352,32959.14347,35087.719,36822.46433,37761.02601,36690.74458,38030.8034,39470.76303,40525.23316,42000.75512,43102.62289,44188.4322,45674.57912,47495.81159,49497.60715,51816.64437,50641.31774,55651.08534,60837.20809,
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88707.29419,89675.055,92911.48311,93630.20531,110286.9632,112073.1006,121877.5941,121689.4537,124470.952,125789.1041,143070.2105,157255.3942,163219.492,158675.8127,143332.9077,98787.37849,84998.46792,92177.59594,93660.40729,94611.73415,94005.35835,102506.1263,114049.228,
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.721848,4791.904597,4511.997118,4695.950093,4992.065629,5425.41597,5743.530665,5563.046699,5544.277996,5596.447063,5848.829378,6520.624545,7301.198621,7560.357047,8990.545992,9602.104759,11556.62425,13703.1931,16782.24008,16631.32122,17353.00784,18802.86193,19809.14669,19677.16126,20632.22127,21624.36792,23904.66195,26943.27737,29568.10669,33550.59066,34294.6609,37971.05455,43239.64299,
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8027.75293,7857.815918,6862.383789,6419.509277,5734.410156,5613.280762,5517.858887,5699.947754,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.76855,11822.34766,14912.23145,16648.24609,20163.60352,19389.94531,20490.12891,22798.67383,24303.47266,26073.87695,25761.64258,24085.32617,24128.08398,25926.44531,28821.26563,30067.74023,30011.57422,33185.66797,34637.76172,
